year;region;region_oktmo;city;city_oktmo;air_general_level;air_standard_index;air_repeatability;air_qcp;air_solid_emissions;air_so_emissions;air_no_emissions;air_co_emissions;air_population;air_stantions
2010;Ханты-Мансийский автономный округ – Югра;71800000;НЕФТЕЮГАНСК;71874000;3;No substance;No substance;Ф;0.06;0.01;0.3;0.18;119.2;1
2010;Ханты-Мансийский автономный округ – Югра;71800000;НИЖНЕВАРТОВСК;71875000;2;No substance;No substance;Ф, NO2;2.1;0.2;1.66;13.2;248.4;2
2010;Ханты-Мансийский автономный округ – Югра;71800000;РАДУЖНЫЙ;71877000;3;No substance;No substance;Ф;0.003;0.005;0.075;0.27;48.1;1
2010;Ханты-Мансийский автономный округ – Югра;71800000;СУРГУТ;71876000;3;No substance;No substance;Ф, БП;0.97;0.4;43.9;20.98;302.2;2+4
2010;Ханты-Мансийский автономный округ – Югра;71800000;ХАНТЫ-МАНСИЙСК;71871000;1;No substance;No substance;Ф;0.04;0.01;0.16;0.41;74.9;1
2010;Челябинская область;75000000;ЗЛАТОУСТ;75712000;3;No substance;No substance;БП, Ф, ВВ, NO2;0.77;0.43;4.7;11.1;189.4;2
2010;Челябинская область;75000000;МАГНИТОГОРСК;75738000;4;БП, ЭБ;No substance;БП, Ф, ВВ, NO2;26.3;23.1;37.3;185.2;407.0;5
2010;Челябинская область;75000000;ЧЕЛЯБИНСК;75701000;3;No substance;No substance;БП, Ф, NO2;20.4;9.5;47.8;127.0;1090.0;8
2010;Чувашская Республика;97000000;НОВОЧЕБОКСАРСК;97710000;3;No substance;No substance;БП, Ф;0.02;0.3;2.52;7.4;127.7;2
2010;Чувашская Республика;97000000;ЧЕБОКСАРЫ;97701000;3;No substance;No substance;БП, Ф;0.2;0.95;9.5;31.7;459.5;4
2010;Ямало-Ненецкий автономный округ;71900000;САЛЕХАРД;71951000;3;No substance;No substance;БП, Ф;0.13;0.2;2.6;3.44;43.5;1
2010;Ярославская область;78000000;ПЕРЕСЛАВЛЬ-ЗАЛЕССКИЙ;78705000;1;No substance;No substance;No substance;0.01;0.0;0.1;0.1;42.2;1
2010;Ярославская область;78000000;РЫБИНСК;78715000;1;No substance;No substance;БП;0.6;0.6;5.1;14.7;206.7;2
2010;Ярославская область;78000000;ЯРОСЛАВЛЬ;78701000;1;No substance;No substance;БП, NO2;2.2;10.7;24.3;54.6;606.9;5
2010;г. Москва;45000000;МОСКВА;45000000;4;ВВ;34 Фенол (ст. 18);БП, NO2, Ф, Фенол;4.7;26.4;300.4;898.0;10563.0;16+1
2010;г. Санкт-Петербург;40000000;САНКТ-ПЕТЕРБУРГ;40000000;3;БП;57 NH3 (ст.5);NH3, NO2, БП, О3;3.5;13.0;133.1;395.2;4600.3;10+10
2011;Алтайский край;01000000;БАРНАУЛ;01701000;3;No substance;26 СО;ВВ, NO2, Ф, БП;26.5;12.9;27.1;71.4;612.7;5+1
2011;Алтайский край;01000000;БИЙСК;01705000;3;No substance;No substance;NO2, Ф, БП;4.7;8.8;9.0;29.8;219.2;3
2011;Алтайский край;01000000;ЗАРИНСК;01706000;4;No substance;No substance;NO2, Фенол, Ф;3.3;5.0;3.5;22.3;48.5;1
2011;Амурская область;10000000;БЛАГОВЕЩЕНСК;10701000;3;No substance;No substance;NО2, БП, Ф;9.8;9.4;10.7;26.8;219.8;1
2011;Амурская область;10000000;ЗЕЯ;10712000;2;No substance;No substance;Ф;0.3;0.4;1.0;3.3;25.0;1
2011;Амурская область;10000000;ТЫНДА;10732000;2;No substance;No substance;БП, Ф;3.2;1.1;2.0;5.2;35.5;1
2011;Архангельская область;11000000;АРХАНГЕЛЬСК;11701000;3;БП;No substance;БП, Ф;6.4;42.1;6.8;23.6;348.6;3
2011;Архангельская область;11000000;КОРЯЖМА;11708000;1;No substance;No substance;БП;3.3;0.9;4.1;4.3;39.6;1
2011;Архангельская область;11000000;НОВОДВИНСК;11715000;2;No substance;No substance;Ф;13.2;24.8;4.9;4.2;40.6;2
2011;Архангельская область;11000000;СЕВЕРОДВИНСК;11730000;1;No substance;No substance;Ф;11.2;50.5;7.4;8.1;191.8;2
2011;Астраханская область;12000000;АКСАРАЙСКИЙ;12630404;-9;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;-9.0;1+1
2011;Астраханская область;12000000;АСТРАХАНЬ;12701000;3;No substance;No substance;Ф, БП;1.7;45.3;9.9;87.3;506.1;5
2011;Астраханская область;12000000;БУЗАН;12630412;-9;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;-9.0;1
2011;Астраханская область;12000000;ДОСАНГ;12630406;-9;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;-9.0;1+1
2011;Астраханская область;12000000;КОМСОМОЛЬСКИЙ;12630406;-9;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;-9.0;1
2011;Астраханская область;12000000;НАРИМАНОВ;12640101;1;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;-9.0;1
2011;Астраханская область;12000000;СЕИТОВКА;12630444;-9;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;-9.0;1
2011;Белгородская область;14000000;БЕЛГОРОД;14701000;3;No substance;No substance;БП, Ф;1.8;0.6;12.3;32.1;356.0;4
2011;Белгородская область;14000000;ГУБКИН;14730000;1;No substance;No substance;БП, NO2;9.4;13.1;4.4;8.7;87.0;2
2011;Белгородская область;14000000;СТАРЫЙ ОСКОЛ;14740000;3;No substance;No substance;БП, NO2, Ф;15.4;2.2;15.9;58.6;221.0;3+эп
2011;Брянская область;15000000;БРЯНСК;15701000;3;No substance;No substance;БП, Ф;3.8;1.0;7.5;31.4;416.0;4
2011;Владимирская область;17000000;ВЛАДИМИР;17701000;3;No substance;No substance;ВВ, БП, Ф;0.4;0.3;4.2;19.7;339.4;4
2011;Волгоградская область;18000000;ВОЛГОГРАД;18701000;3;No substance;No substance;Ф, БП, HF;5.9;3.3;12.4;73.8;1014.9;4
2011;Волгоградская область;18000000;ВОЛЖСКИЙ;18710000;4;No substance;No substance;Ф, БП, NO2, NH3;1.0;3.7;5.9;56.7;315.6;1
2011;Волгоградская область;18000000;СВЕТЛЫЙ ЯР;18649151;-9;No substance;No substance;Фенол;-9.0;-9.0;-9.0;-9.0;-9.0;1
2011;Вологодская область;19000000;ВОЛОГДА;19701000;2;No substance;No substance;БП, Ф;0.4;0.3;4.5;21.3;309.9;2
2011;Вологодская область;19000000;ЧЕРЕПОВЕЦ;19730000;3;H2S;No substance;БП, Ф;27.5;30.2;20.9;268.4;312.9;4+5
2011;Воронежская область;20000000;ВОРОНЕЖ;20701000;3;No substance;47 ВВ;Ф, ВВ, БП, NO2;1.7;2.7;29.3;90.4;980.0;5+1
2011;Еврейская автономная область;99000000;БИРОБИДЖАН;99701000;3;No substance;No substance;БП, NO2, Ф;3.9;1.8;2.8;7.4;75.8;1
2011;Забайкальский край;76000000;КРАСНОКАМЕНСК;76621101;1;No substance;No substance;БП;6.3;6.2;1.9;0.9;55.6;1
2011;Забайкальский край;76000000;ПЕТРОВСК-ЗАБАЙКАЛЬСКИЙ;76715000;3;No substance;No substance;БП;0.6;0.3;0.1;1.7;18.4;1
2011;Забайкальский край;76000000;ЧИТА;76701000;4;No substance;28 ВВ;NO2, БП, Ф, ВВ;13.5;14.0;9.6;30.9;325.2;5
2011;Ивановская область;24000000;ИВАНОВО;24701000;4;No substance;No substance;БП, Ф, Фенол;1.1;0.8;9.5;23.9;409.4;2
2011;Ивановская область;24000000;ПРИВОЛЖСК;24620106;-9;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;16.7;1
2011;Иркутская область;25000000;АНГАРСК;25703000;2;No substance;No substance;БП;25.9;90.8;66.4;30.8;233.6;4
2011;Иркутская область;25000000;БАЙКАЛЬСК;25634108;1;No substance;No substance;БП;1.5;1.1;2.1;5.8;14.4;1
2011;Иркутская область;25000000;БИРЮСИНСК;25636105;-9;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;9.3;1
2011;Иркутская область;25000000;БРАТСК;25714000;4;БП;33 СS2;БП, CS2, Ф, NO2, ВВ;18.1;9.5;16.4;104.5;246.4;6
2011;Иркутская область;25000000;ВИХОРЕВКА;25604103;-9;No substance;No substance;NO2, ВВ;-9.0;-9.0;-9.0;-9.0;24.4;1
2011;Иркутская область;25000000;ЗИМА;25720000;4;БП;No substance;Ф, БП, NO2;4.4;15.1;4.5;5.0;32.5;2
2011;Иркутская область;25000000;ИРКУТСК;25701000;4;БП;No substance;Ф, NO2, БП, ВВ;11.1;37.5;30.6;72.0;589.2;6+1
2011;Иркутская область;25000000;КУЛТУК;25634162;-9;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;4.2;1
2011;Иркутская область;25000000;ЛИСТВЯНКА;25612160;-9;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;1.8;1
2011;Иркутская область;25000000;МЕГЕТ;25703000;-9;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;8.9;1
2011;Иркутская область;25000000;САЯНСК;25726000;3;No substance;No substance;БП, Ф;0.03;0.1;1.1;4.1;40.6;1
2011;Иркутская область;25000000;СВИРСК;25746000;-9;No substance;No substance;NO2;-9.0;-9.0;-9.0;-9.0;13.6;1
2011;Иркутская область;25000000;СЛЮДЯНКА;25634101;-9;No substance;No substance;ВВ;1.5;1.1;2.1;5.8;18.5;1
2011;Иркутская область;25000000;ТУЛУН;25732000;-9;No substance;No substance;No substance;1.2;1.4;0.2;1.1;44.5;1
2011;Иркутская область;25000000;УСОЛЬЕ-СИБИРСКОЕ;25736000;3;No substance;No substance;Ф, БП;5.7;16.1;7.2;11.9;83.1;2
2011;Иркутская область;25000000;УСТЬ-ИЛИМСК;25738000;2;No substance;No substance;БП, NO2;17.8;7.6;6.9;12.9;86.4;3
2011;Иркутская область;25000000;ЧЕРЕМХОВО;25745000;3;No substance;No substance;БП, NO2;2.8;3.0;2.9;9.1;52.6;2
2011;Иркутская область;25000000;ШЕЛЕХОВ;25655101;3;No substance;No substance;ВВ, БП, Ф HF;8.2;6.8;3.7;23.0;48.0;2
2011;Калининградская область;27000000;КАЛИНИНГРАД;27701000;3;No substance;No substance;БП, Ф, NO2;1.0;1.0;4.7;29.5;431.1;5
2011;Калужская область;29000000;КАЛУГА;29701000;3;No substance;No substance;ВВ, БП, NO2, Ф, Фенол;0.5;0.2;4.5;22.1;339.8;2
2011;Камчатский край;30000000;ЕЛИЗОВО;30607101;2;No substance;No substance;Ф, NO2;1.0;1.1;3.4;10.4;39.4;1
2011;Камчатский край;30000000;ПЕТРОПАВЛОВСК-КАМЧАТСКИЙ;30701000;3;No substance;No substance;Ф, БП, NO;1.8;8.6;12.0;27.1;179.4;5
2011;Карачаево-Черкесская Республика;91000000;ЧЕРКЕССК;91701000;-9;No substance;No substance;No substance;0.4;0.1;1.1;6.6;121.4;1
2011;Кемеровская область;32000000;КЕМЕРОВО;32701000;3;БП;No substance;NO2, БП, Cажа, Ф;10.5;16.9;24.6;43.6;521.2;8
2011;Кемеровская область;32000000;НОВОКУЗНЕЦК;32731000;4;БП;No substance;ВВ, NO2, БП, Ф;33.9;32.4;20.7;214.7;563.5;8
2011;Кемеровская область;32000000;ПРОКОПЬЕВСК;32737000;3;No substance;No substance;NO2, БП, ВВ;6.2;2.5;2.4;17.7;209.7;2
2011;Кировская область;33000000;КИРОВ;33701000;3;No substance;No substance;БП, Ф;5.7;8.0;16.2;42.1;488.1;5
2011;Кировская область;33000000;КИРОВО-ЧЕПЕЦК;33707000;2;No substance;No substance;БП, ВВ;4.8;1.5;3.4;10.4;89.3;1
2011;Костромская область;34000000;ВОЛГОРЕЧЕНСК;34706000;1;No substance;No substance;БП;0.0;1.1;11.1;1.1;17.1;1
2011;Костромская область;34000000;КОСТРОМА;34701000;2;No substance;No substance;БП;1.0;0.3;7.2;19.6;268.2;4
2011;Краснодарский край;03000000;БЕЛОРЕЧЕНСК;03608101;-9;No substance;No substance;No substance;0.12;1.2;1.0;5.4;60.9;1
2011;Краснодарский край;03000000;КРАСНОДАР;03701000;3;No substance;No substance;БП, ВВ, Ф;0.5;0.7;9.6;50.7;830.5;3
2011;Краснодарский край;03000000;НОВОРОССИЙСК;03720000;4;Ф;22 Ф;БП, ВВ, Ф;3.1;0.6;12.5;18.2;266.9;3
2011;Краснодарский край;03000000;СОЧИ;03726000;2;No substance;No substance;Ф, NO2;0.7;0.6;4.5;27.8;420.0;2
2011;Красноярский край;04000000;АЧИНСК;04703000;4;БП;No substance;БП, ВВ, Ф, NO2;22.4;4.7;16.2;14.2;110.1;3
2011;Красноярский край;04000000;КАНСК;04720000;2;No substance;No substance;БП;3.4;3.6;2.6;8.2;97.3;2
2011;Красноярский край;04000000;КРАСНОЯРСК;04701000;4;БП;28 Ф, 26 ВВ;БП, ВВ, Ф, NН3, NO2;27.1;29.9;42.5;155.3;963.1;8
2011;Красноярский край;04000000;ЛЕСОСИБИРСК;04722000;4;No substance;No substance;БП, ВВ, Ф, Фенол;2.3;1.2;2.5;13.1;64.0;2
2011;Красноярский край;04000000;МИНУСИНСК;04723000;4;No substance;No substance;БП, ВВ, Ф;1.0;1.6;4.8;12.8;66.4;1
2011;Красноярский край;04000000;НАЗАРОВО;04726000;3;БП;No substance;БП, ВВ, Ф;18.4;29.7;18.3;10.3;52.8;2
2011;Красноярский край;04000000;НОРИЛЬСК;04729000;4;No substance;No substance;БП;11.4;1880.9;10.3;16.5;206.4;1
2011;Курганская область;37000000;КУРГАН;37701000;3;БП;31 СО, 27 Cажа;БП, Ф, Cажа;5.5;4.7;12.5;30.2;322.4;5
2011;Курская область;38000000;КУРСК;38701000;3;No substance;No substance;NO2, Ф, БП;0.5;0.4;2.4;0.6;416.0;5
2011;Ленинградская область;41000000;ВОЛОСОВО;41606101;-9;No substance;No substance;No substance;0.1;0.02;0.2;1.7;11.36;1
2011;Ленинградская область;41000000;ВОЛХОВ;41609101;-9;No substance;No substance;No substance;0.9;1.0;0.9;7.7;47.3;1
2011;Ленинградская область;41000000;ВЫБОРГ;41615101;1;No substance;No substance;NO2;0.4;0.5;1.9;11.6;77.6;1
2011;Ленинградская область;41000000;КИНГИСЕПП;41621101;1;No substance;No substance;No substance;0.5;1.3;1.4;4.8;48.7;1
2011;Ленинградская область;41000000;КИРИШИ;41624101;1;No substance;No substance;БП;0.1;18.5;5.1;6.9;52.75;2
2011;Ленинградская область;41000000;ЛУГА;41633101;1;No substance;No substance;No substance;0.1;0.4;0.8;5.0;38.11;1
2011;Ленинградская область;41000000;СВЕТОГОРСК;41615114;2;H2S;No substance;NO2,Ф;0.3;0.1;1.0;2.1;15.2;1
2011;Ленинградская область;41000000;СЛАНЦЫ;41642101;-9;No substance;No substance;No substance;0.7;0.05;1.1;2.5;33.6;1
2011;Ленинградская область;41000000;ТИХВИН;41645101;-9;No substance;No substance;No substance;0.5;0.1;0.9;5.7;59.9;1
2011;Липецкая область;42000000;ЛИПЕЦК;42701000;3;No substance;No substance;БП, ВВ, Ф, Фенол;24.0;16.9;19.5;270.3;508.0;5+1
2011;Магаданская область;44000000;МАГАДАН;44701000;3;No substance;No substance;Ф, БП, Фенол;2.4;2.2;4.3;13.6;102.1;3
2011;Московская область;46000000;ВОСКРЕСЕНСК;46710000;2;No substance;No substance;БП, NO2, NH3;-9.0;-9.0;-9.0;-9.0;91.3;2
2011;Московская область;46000000;ДЗЕРЖИНСКИЙ;46711000;1;No substance;No substance;БП, NO2;-9.0;-9.0;-9.0;-9.0;47.2;1
2011;Московская область;46000000;КЛИН;46737000;2;No substance;No substance;БП, Ф;-9.0;-9.0;-9.0;-9.0;80.5;3
2011;Московская область;46000000;КОЛОМНА;46738000;2;No substance;No substance;БП;-9.0;-9.0;-9.0;-9.0;144.8;2
2011;Московская область;46000000;МЫТИЩИ;46746000;2;No substance;No substance;БП, NO2, Ф;0.1;0.04;0.8;1.0;173.6;2
2011;Московская область;46000000;ПОДОЛЬСК;46760000;2;No substance;No substance;БП, NO2;0.2;0.1;0.5;0.9;188.6;3
2011;Московская область;46000000;ПРИОКСКО-ТЕРРАСНЫЙ БИОСФЕРНЫЙ ЗАПОВЕДНИК;00000000;-9;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;1.2;1
2011;Московская область;46000000;СЕРПУХОВ;46770000;3;No substance;No substance;БП, NO2, Ф;-9.0;-9.0;-9.0;-9.0;126.4;2
2011;Московская область;46000000;ЩЕЛКОВО;46788000;1;No substance;No substance;БП, NO2;-9.0;-9.0;-9.0;-9.0;110.5;2
2011;Московская область;46000000;ЭЛЕКТРОСТАЛЬ;46790000;2;No substance;No substance;БП, NO2;-9.0;-9.0;-9.0;-9.0;155.4;2
2011;Мурманская область;47000000;АПАТИТЫ;47519000;1;No substance;No substance;No substance;5.8;11.2;4.3;4.0;68.3;2
2011;Мурманская область;47000000;ЗАПОЛЯРНЫЙ;47515000;1;No substance;No substance;SO2;7.0;110.1;1.5;3.0;18.1;2
2011;Мурманская область;47000000;КАНДАЛАКША;47608101;1;No substance;No substance;No substance;1.3;5.7;2.0;16.4;44.6;2
2011;Мурманская область;47000000;КИРОВСК;47522000;-9;No substance;No substance;No substance;3.6;6.6;2.6;1.7;38.3;1
2011;Мурманская область;47000000;КОЛА;47605101;1;No substance;No substance;Ф;0.4;2.1;1.2;3.8;11.2;1
2011;Мурманская область;47000000;МОНЧЕГОРСК;47524000;2;No substance;No substance;Ф;4.1;33.9;1.5;4.4;56.2;3
2011;Мурманская область;47000000;МУРМАНСК;47701000;2;No substance;No substance;Ф;0.7;25.3;8.8;20.9;366.2;6
2011;Мурманская область;47000000;НИКЕЛЬ;47515000;2;SO2;No substance;SO2, Ф;7.0;110.1;1.5;3.0;16.4;3
2011;Мурманская область;47000000;ОЛЕНЕГОРСК;47526000;1;No substance;No substance;No substance;4.6;4.7;2.3;2.9;38.0;1
2011;Нижегородская область;22000000;АРЗАМАС;22703000;2;No substance;No substance;БП, Ф, NН3;0.2;0.2;2.7;8.1;105.3;2
2011;Нижегородская область;22000000;ДЗЕРЖИНСК;22721000;4;No substance;No substance;БП, Ф, ВВ, NH3, NO2, Фенол;0.5;0.8;10.7;19.9;244.3;3
2011;Нижегородская область;22000000;ЗЕЛЕНЫЙ ГОРОД;22701000;1;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;1.9;1
2011;Нижегородская область;22000000;КСТОВО;22537000;2;Ксилол;No substance;БП;0.2;9.2;7.1;13.9;65.7;2
2011;Нижегородская область;22000000;НИЖНИЙ НОВГОРОД;22701000;2;No substance;No substance;БП;1.7;13.4;47.5;115.4;1271.0;11
2011;Нижегородская область;22000000;ПОС. ВОСТОЧНЫЙ;22701000;3;No substance;No substance;ВВ, NO2, NH3, Ф, Фенол;-9.0;-9.0;-9.0;-9.0;-9.0;1
2011;Новгородская область;49000000;БОРОВИЧИ;49606101;-9;No substance;No substance;No substance;1.5;0.1;1.2;4.2;53.9;1
2011;Новгородская область;49000000;ВЕЛИКИЙ НОВГОРОД;49701000;1;No substance;No substance;БП;1.1;0.3;6.0;19.4;219.2;3
2011;Новгородская область;49000000;СТАРАЯ РУССА;49639101;-9;No substance;No substance;No substance;0.1;0.04;0.5;2.6;31.9;1
2011;Новосибирская область;50000000;БЕРДСК;50708000;2;No substance;No substance;БП, ВВ;2.1;0.8;0.7;0.9;97.5;1
2011;Новосибирская область;50000000;ИСКИТИМ;50712000;2;No substance;No substance;БП, ВВ, NO2;1.1;0.2;2.4;1.1;60.0;2+эп
2011;Новосибирская область;50000000;НОВОСИБИРСК;50701000;3;БП;20,4 СО;БП, ВВ, Ф, NО2;21.3;39.0;26.4;8.4;1475.1;10
2011;Омская область;52000000;ОМСК;52701000;2;No substance;No substance;БП, Ф;51.9;60.6;40.1;80.4;1154.0;8
2011;Оренбургская область;53000000;КУВАНДЫК;53714000;3;No substance;No substance;ВВ, NO2, БП, Ф, HF, тв.HF;0.11;0.2;0.1;0.2;28.1;2
2011;Оренбургская область;53000000;МЕДНОГОРСК;53715000;2;No substance;No substance;ВВ, NO2, БП;0.3;18.2;0.3;1.9;31.9;2
2011;Оренбургская область;53000000;НОВОТРОИЦК;53720000;3;No substance;No substance;ВВ, NO2, БП, Ф, Фенол;10.9;6.6;8.1;60.2;105.4;2
2011;Оренбургская область;53000000;ОРЕНБУРГ;53701000;3;No substance;No substance;ВВ, NO2, БП, Ф;0.6;0.7;10.1;41.2;547.0;3
2011;Оренбургская область;53000000;ОРСК;53723000;3;No substance;No substance;ВВ, NO2, БП, Ф, Фенол;6.3;97.9;5.0;58.8;243.8;4
2011;Орловская область;54000000;ОРЕЛ;54701000;3;No substance;No substance;BB, NO2, Фенол, БП;0.3;0.3;4.9;16.7;317.0;4
2011;Пензенская область;56000000;ПЕНЗА;56701000;3;No substance;No substance;БП, Ф;1.1;0.5;6.8;24.6;517.4;4
2011;Пермский край;57000000;БЕРЕЗНИКИ;57708000;3;No substance;No substance;ВВ, NO2, БП, Ф, Фенол;1.5;0.5;4.3;14.5;156.1;4
2011;Пермский край;57000000;ГУБАХА;57516000;3;No substance;No substance;БП, Ф;0.7;1.2;2.3;3.1;37.5;2
2011;Пермский край;57000000;ПЕРМЬ;57701000;3;No substance;24,7 Ф;БП, Ф;2.0;3.7;16.8;53.6;996.0;7
2011;Пермский край;57000000;СОЛИКАМСК;57730000;4;No substance;No substance;БП, Ф, NH3;0.8;0.3;2.5;7.7;102.8;5
2011;Приморский край;05000000;АРТЕМ;05705000;1;No substance;No substance;NO2;10.7;6.7;5.5;10.3;112.0;1
2011;Приморский край;05000000;БОЛЬШОЙ КАМЕНЬ;05706000;-9;No substance;No substance;ВВ;0.4;1.0;0.9;5.5;39.4;1
2011;Приморский край;05000000;ВЛАДИВОСТОК;05701000;3;No substance;No substance;NO, NO2, БП, Ф;30.0;18.8;11.8;47.8;616.1;6
2011;Приморский край;05000000;ДАЛЬНЕГОРСК;05707000;1;No substance;No substance;No substance;1.1;2.2;0.9;4.1;46.2;1
2011;Приморский край;05000000;НАХОДКА;05714000;-9;No substance;No substance;БП;1.3;3.2;2.6;13.5;160.5;1
2011;Приморский край;05000000;ПАРТИЗАНСК;05717000;-9;БП;No substance;БП;5.3;2.7;2.4;3.7;46.6;1
2011;Приморский край;05000000;СПАССК-ДАЛЬНИЙ;05720000;-9;No substance;No substance;NO2;3.3;1.3;1.1;5.9;44.1;1
2011;Приморский край;05000000;УССУРИЙСК;05723000;3;БП;No substance;ВВ, NO2, БП;5.5;3.2;3.2;17.4;183.9;1
2011;Псковская область;58000000;ВЕЛИКИЕ ЛУКИ;58710000;-9;No substance;No substance;NO2;0.49;0.44;1.18;6.83;98.6;1
2011;Псковская область;58000000;ПСКОВ;58701000;2;No substance;No substance;БП, NO2;0.27;0.23;2.83;15.8;202.8;1
2011;Республика Башкортостан;80000000;БЛАГОВЕЩЕНСК;80615101;2;No substance;No substance;БП, Ф;0.1;0.3;1.5;3.1;33.9;2
2011;Республика Башкортостан;80000000;САЛАВАТ;80739000;2;No substance;No substance;БП, Ф;1.1;11.1;8.9;8.4;155.6;3
2011;Республика Башкортостан;80000000;СТЕРЛИТАМАК;80745000;3;No substance;No substance;БП, Ф;2.9;1.2;14.4;104.3;271.5;5
2011;Республика Башкортостан;80000000;ТУЙМАЗЫ;80651101;3;No substance;No substance;ВВ, Ф, БП;0.3;0.2;1.4;12.8;65.9;1
2011;Республика Башкортостан;80000000;УФА;80701000;3;ЭБ, H2S;No substance;БП, Ф, NO2;2.4;24.1;27.9;114.5;1038.1;9
2011;Республика Бурятия;81000000;«ЕРМАКОВСКОЕ»;00000000;-9;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;-9.0;эп
2011;Республика Бурятия;81000000;«НАЗАРОВСКОЕ»;00000000;-9;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;-9.0;эп
2011;Республика Бурятия;81000000;«ОЗЕРНОЕ»;00000000;-9;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;-9.0;эп
2011;Республика Бурятия;81000000;ГУСИНООЗЕРСК;81648101;-9;No substance;No substance;ВВ;12.0;13.5;11.8;2.7;24.1;1+эп
2011;Республика Бурятия;81000000;КЯХТА;81633101;-9;No substance;No substance;ВВ;0.2;0.2;0.3;2.1;21.1;1
2011;Республика Бурятия;81000000;С. БОЛЬШОЙ ЛУГ;81633415;-9;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;-9.0;эп
2011;Республика Бурятия;81000000;С. СУБУКТУЙ;81633433;-9;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;-9.0;эп
2011;Республика Бурятия;81000000;С. ХУЖИР;81621443;-9;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;-9.0;эп
2011;Республика Бурятия;81000000;САГАН-НУР;81636442;-9;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;-9.0;эп
2011;Республика Бурятия;81000000;СЕЛЕНГИНСК;81624163;4;No substance;No substance;ВВ, NO2, Ф, БП, Фенол;1.4;0.9;0.5;2.0;14.5;2
2011;Республика Бурятия;81000000;УЛАН-УДЭ;81701000;3;No substance;No substance;ВВ, Ф, БП, NO2;14.6;7.7;5.4;23.4;377.1;3
2011;Республика Дагестан;82000000;МАХАЧКАЛА;82701000;3;ВВ;61 ВВ;ВВ, БП, NO2;0.9;0.4;4.5;25.1;578.0;3
2011;Республика Карелия;86000000;КОНДОПОГА;86615101;-9;No substance;No substance;No substance;3.1;9.1;2.1;4.1;32.9;1
2011;Республика Карелия;86000000;НАДВОИЦЫ;86645160;2;No substance;No substance;БП;5.3;0.6;0.02;2.2;8.3;1
2011;Республика Карелия;86000000;ПЕТРОЗАВОДСК;86701000;2;No substance;No substance;БП;0.7;0.6;4.2;18.2;270.6;1
2011;Республика Карелия;86000000;СЕГЕЖА;86645101;-9;No substance;No substance;No substance;3.3;5.0;1.4;3.5;29.6;1
2011;Республика Коми;87000000;ВОРКУТА;87710000;2;No substance;No substance;БП, Ф, ВВ;23.4;26.6;9.3;8.7;95.9;2
2011;Республика Коми;87000000;СОСНОГОРСК;87626122;-9;No substance;No substance;No substance;1.2;0.2;2.4;36.1;46.8;1
2011;Республика Коми;87000000;СЫКТЫВКАР;87701000;3;No substance;No substance;БП, Ф;2.1;0.9;7.1;26.4;250.9;3
2011;Республика Коми;87000000;УХТА;87725000;1;No substance;No substance;NO2, БП;0.8;0.5;3.5;13.4;121.6;2
2011;Республика Мордовия;89000000;САРАНСК;89701000;3;No substance;No substance;БП, NO2, Ф;1.4;0.5;8.2;26.3;325.9;4
2011;Республика Саха (Якутия);98000000;МИРНЫЙ;98631101;3;H2S;No substance;ВВ, Ф;1.2;0.1;0.8;1.6;35.9;1
2011;Республика Саха (Якутия);98000000;НЕРЮНГРИ;98660101;4;No substance;No substance;ВВ, БП, Ф;9.1;0.9;1.5;5.8;85.2;2
2011;Республика Саха (Якутия);98000000;СЕРЕБРЯНЫЙ БОР;98660158;-9;No substance;No substance;No substance;-9.0;-9.0;-9.0;-9.0;4.8;1
2011;Республика Саха (Якутия);98000000;УСТЬ-НЕРА;98639151;-9;No substance;No substance;No substance;1.5;0.8;0.5;2.9;12.8;1
2011;Республика Саха (Якутия);98000000;ЯКУТСК;98701000;3;No substance;42,6 ВВ;ВВ, БП, Ф;0.3;0.2;5.7;17.3;287.9;3
2011;Республика Северная Осетия – Алания;90000000;ВЛАДИКАВКАЗ;90701000;2;Медь;No substance;БП, NO2, Медь;0.3;0.8;2.4;16.7;311.6;2
2011;Республика Татарстан;92000000;КАЗАНЬ;92701000;3;Ксилол;No substance;Ф, БП, NO2;1.7;1.1;13.0;57.0;1145.4;7+3 м
